date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:27	73740/73740	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:54%20GMT	https://dsathemes.com/html/martex_1.1/files/demo-4.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/demo-4.html	(from )
00:26:28	4746/4746	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Aug%202024%2020:56:28%20GMT	https://dsathemes.com/robots.txt		(from )
00:26:28	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Thu,%2008%20Jun%202023%2008:40:11%20GMT	https://dsathemes.com/html/martex_1.1/files/images/favicon.ico	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/favicon.ico	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:28	1192/1192	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:44%20GMT	https://dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-152x152.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-152x152.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:28	935/935	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:14%20GMT	https://dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-120x120.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-120x120.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:29	674/674	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:53%20GMT	https://dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-76x76.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/apple-touch-icon-76x76.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:29	612/612	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:22%20GMT	https://dsathemes.com/html/martex_1.1/files/images/apple-touch-icon.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/apple-touch-icon.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:30	232914/232914	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:10%20GMT	https://dsathemes.com/html/martex_1.1/files/css/bootstrap.min.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/bootstrap.min.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:30	13602/13602	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:34%20GMT	https://dsathemes.com/html/martex_1.1/files/css/flaticon.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/flaticon.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:31	31235/31235	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:37%20GMT	https://dsathemes.com/html/martex_1.1/files/css/menu.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/menu.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:31	3905/3905	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:44:55%20GMT	https://dsathemes.com/html/martex_1.1/files/css/dropdown-effects/fade-down.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/dropdown-effects/fade-down.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:31	6978/6978	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:11%20GMT	https://dsathemes.com/html/martex_1.1/files/css/magnific-popup.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/magnific-popup.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:31	2936/2936	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:33%20GMT	https://dsathemes.com/html/martex_1.1/files/css/owl.carousel.min.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/owl.carousel.min.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:32	936/936	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:20%20GMT	https://dsathemes.com/html/martex_1.1/files/css/owl.theme.default.min.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/owl.theme.default.min.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:32	11717/11717	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:32%20GMT	https://dsathemes.com/html/martex_1.1/files/css/lunar.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/lunar.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:32	24045/24045	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:22%20GMT	https://dsathemes.com/html/martex_1.1/files/css/animate.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/animate.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:33	250972/250972	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:35%20GMT	https://dsathemes.com/html/martex_1.1/files/css/pink-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/pink-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:33	251072/251072	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:26%20GMT	https://dsathemes.com/html/martex_1.1/files/css/blue-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/blue-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:33	250972/250972	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:13%20GMT	https://dsathemes.com/html/martex_1.1/files/css/crocus-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/crocus-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:34	250973/250973	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:38%20GMT	https://dsathemes.com/html/martex_1.1/files/css/magenta-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/magenta-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:34	250971/250971	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:31%20GMT	https://dsathemes.com/html/martex_1.1/files/css/green-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/green-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:34	250972/250972	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:27%20GMT	https://dsathemes.com/html/martex_1.1/files/css/purple-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/purple-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:34	250972/250972	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:24%20GMT	https://dsathemes.com/html/martex_1.1/files/css/skyblue-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/skyblue-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:35	250971/250971	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:19%20GMT	https://dsathemes.com/html/martex_1.1/files/css/red-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/red-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:35	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:23%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/blue.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/blue.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:35	250973/250973	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:16%20GMT	https://dsathemes.com/html/martex_1.1/files/css/violet-theme.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/violet-theme.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:35	413934/413934	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2008:39:29%20GMT	https://dsathemes.com/html/martex_1.1/files/css/responsive.css	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/css/responsive.css	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:35	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:29%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/red.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/red.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:36	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:28%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/purple.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/purple.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:36	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:25%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/violet.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/violet.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:36	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:24%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/skyblue.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/skyblue.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:37	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:27%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/magenta.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/magenta.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:37	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:21%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/crocus.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/crocus.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:37	537/537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2008:46:26%20GMT	https://dsathemes.com/html/martex_1.1/files/images/color-scheme/green.jpg	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/color-scheme/green.jpg	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:37	2500/2500	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:41:21%20GMT	https://dsathemes.com/html/martex_1.1/files/images/logo-pink.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/logo-pink.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:38	2566/2566	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2008:40:34%20GMT	https://dsathemes.com/html/martex_1.1/files/images/logo-pink-white.png	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/images/logo-pink-white.png	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:38	62676/62676	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:38:05%20GMT	https://dsathemes.com/html/martex_1.1/files/about.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/about.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
00:26:38	33435/33435	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2008:37:58%20GMT	https://dsathemes.com/html/martex_1.1/files/team.html	C:/Users/ASUS/Desktop/rezaaa/11111111111111111/rezaaaa/dsathemes.com/html/martex_1.1/files/team.html	(from https://dsathemes.com/html/martex_1.1/files/demo-4.html)
